LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-07-24 13:38:02,1900-01-00 00:00:00,,1C:61:D2:76:72:08,-94, ,0.000000,0.000000,0.000,0.000,AP
2025-07-24 13:38:03,1900-01-00 00:00:00,MARZ'ELS,1C:61:D2:76:72:08,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-24 13:38:28,1900-01-00 00:00:00,MARZ'ELS,1C:61:D2:76:72:08,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-24 13:38:29,1900-01-00 00:00:00,MARZ'ELS,1C:61:D2:76:72:08,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-24 13:38:31,1900-01-00 00:00:00,MARZ'ELS,1C:61:D2:76:72:08,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-24 13:38:32,1900-01-00 00:00:00,MARZ'ELS,1C:61:D2:76:72:08,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-24 13:38:32,1900-01-00 00:00:00,MARZ'ELS,1C:61:D2:76:72:08,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-24 13:38:35,1900-01-00 00:00:00,MARZ'ELS,1C:61:D2:76:72:08,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-24 13:38:35,1900-01-00 00:00:00,MARZ'ELS,1C:61:D2:76:72:08,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-24 13:38:36,1900-01-00 00:00:00,MARZ'ELS,1C:61:D2:76:72:08,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-24 13:38:37,1900-01-00 00:00:00,MARZ'ELS,1C:61:D2:76:72:08,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-24 13:38:38,1900-01-00 00:00:00,MARZ'ELS,1C:61:D2:76:72:08,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-24 13:38:39,1900-01-00 00:00:00,MARZ'ELS,1C:61:D2:76:72:08,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
