LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-07-23 16:44:49,1900-01-00 00:00:00,,08:40:F3:58:81:29,-86, ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:44:49,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:44:49,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:44:49,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:44:50,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:44:50,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:44:50,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:44:50,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:44:50,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:46:40,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:46:50,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:46:50,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:46:51,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:46:51,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:46:51,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:46:51,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:46:51,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:46:51,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:46:51,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:46:51,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:47:35,1900-01-00 00:00:00,,74:F2:FA:D8:DC:53,-30,,0.000000,0.000000,0.000,0.000,Client
2025-07-23 16:47:35,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:47:35,1900-01-00 00:00:00,,74:F2:FA:D8:DC:53,-30,,0.000000,0.000000,0.000,0.000,Client
2025-07-23 16:47:35,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-94, WPA2 ,0.000000,0.000000,0.000,0.000,AP
